r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8795978533001348,0.8662198370001498,27.280066352594638,65.74949780118898,1.9870949670398087e-5,1,-50.87235395798338,107.74470791596676,108.93839373436187,6697.8181818176945,9,11
