r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8809682982025614,0.8677425535584016,173460.94704118944,66.61010944223655,1.8861443929960366e-5,1,-147.20542044347175,300.4108408869435,301.60452670533863,270798301335.83698,9,11
